study_time,attendance,sleep_hours,stress_level,pass
3.745071229516849,78.24821725025619,5.463807674042079,2.771837283533825,1
2.792603548243223,83.55481329284483,6.4625558132731,3.7381383325244197,1
3.9715328071510387,77.07580079000039,6.5216202464533355,3.1158796328515104,1
5.284544784612038,81.9203847036096,7.067156415012087,3.9040083625177244,1
2.648769937914996,66.06385333046214,4.859769964063008,4.571699378577622,1
2.648794564576229,87.13293707372938,7.211080728616797,6.674308972662769,1
5.368819223261087,85.01205475362224,3.25473004207667,4.357681922588595,1
4.151152093729364,76.82911368931809,5.744138537163428,1.8287485864608146,1
2.295788421097572,91.59245668432405,5.914071389058146,7.280135692990321,1
3.813840065378947,94.37570137626558,7.259992191285486,3.325819732769921,1
2.3048734607813066,68.92440135631026,6.527157023212243,4.882559145790743,1
2.301405369644615,77.37275221433785,4.813324335372456,5.893073013881423,1
3.362943407349051,77.30857650212701,5.318008249019582,5.399220836805566,1
0.1300796330133034,75.60096898891135,6.738416011456888,7.1883590950429515,0
0.4126232512304506,93.29474841931749,6.405119189762533,5.958006286785518,1
2.156568706138541,83.06173861227197,5.805051068437105,3.277380840605784,1
1.4807533194983642,82.35485158689389,5.922999452585625,9.357124347983323,0
3.471370998892911,64.96137635593246,7.335401596591147,5.388666926676467,1
1.6379638867181836,91.35418030209226,5.878768912556943,4.7053195467569875,1
0.8815444479970629,72.60741605146528,6.394290507165112,6.927850846111141,0
5.198473153382331,85.59932630266329,9.103923905696652,5.498901891860145,1
2.6613355492701967,87.77376937958192,4.791580835739293,5.798456385878654,1
3.1012923070318856,98.60658595838652,4.27778872211041,9.984367997201375,1
0.8628777206798146,71.91179600880888,7.440307597758328,4.449757143489907,1
2.183425913212226,54.80487844179174,5.685628326447076,4.364478211965208,1
3.166383884564799,86.83849544753694,6.1181149667088555,5.233157024024927,1
1.2735096338665457,100.0,5.562612346242663,7.143031871162077,1
3.563547027518508,97.38946352939438,6.188239831078985,1.9869319396192018,1
2.0990419651217924,87.09659415274626,8.41824573451561,1.0688882170469896,1
2.562459375310085,80.08363814367952,7.462554150341743,3.825769458759705,1
2.097440081655905,93.0712259663731,7.534668214264372,1.7321540818814256,1
5.778417276763406,75.26453800295532,4.800527533048825,4.150337304948723,1
2.9797541628930992,89.7635776935622,5.118615516136557,6.004999392258581,1
1.4134336065661495,90.05470159166627,3.093105608617488,3.218502272895473,1
4.233817368154783,95.6020990749888,5.528743014700695,2.146346846437315,1
1.1687345250434666,100.0,7.64804382366279,5.1386743234306955,1
3.313295392507133,88.92415967178766,7.120335818898045,6.7250869692303406,1
0.06049481418033675,79.91036374292501,6.234184084457452,1.6100531229667747,1
1.0077209266523544,84.74425687808005,6.473239659538336,6.640464796611968,1
3.2952918538036853,67.30924095110882,5.673337348909513,6.634612407476652,1
4.107699869993116,78.05286868910942,6.745710658882141,6.908170204313256,1
3.2570524217849557,80.90717561886896,7.419053935376738,7.4369604297433725,1
2.8265275764176394,79.75911602065408,4.560935855107433,9.404027849319231,1
2.548344456616067,86.52354872033722,6.859577225404818,4.287815902761889,1
0.7822170144488592,76.775800676178,7.618921845145601,5.219143160155716,1
1.920233687407937,96.21030667324472,6.0018796532439564,4.167123133503949,1
2.3090418435603186,85.00207064918197,7.340840734544701,5.003953689511621,1
4.585683339328374,84.90699678861385,9.877585333367064,8.065746711272624,1
3.5154274343526923,81.72105283487082,6.37478864841573,2.3099710321386624,1
0.3554397669558993,86.55190683858979,6.971968460006388,3.277900655668849,1
3.4861259540921923,93.25098264667635,5.6143314996063305,7.754361873009122,1
2.422376579375525,76.32869784289099,6.7175013951224605,7.04007301380418,1
1.9846169995410619,78.41883510924744,7.052325949978765,4.273736706365844,1
3.917514433261302,81.96273971223336,6.733810808324166,6.70880400224144,1
4.546499283743927,71.54129076526785,5.276365616349372,5.682431684984066,1
4.396920178674298,76.80742140278502,6.747634125590541,8.000549218001975,1
1.7411737151660422,80.23779126455341,8.254635126461164,5.149019187653545,1
2.536181436223178,93.74389180712727,7.038362917417433,7.051264227745165,1
3.496895147105346,87.62561329001925,7.654384626886209,10.0,1
4.463317690683539,86.93589911367545,6.215585635984847,6.196198310094933,1
2.281238643232065,93.50897962167971,7.399880287308452,5.098656331589687,1
2.7215115350042742,83.62628211600604,6.835121405859831,6.444893970441958,1
1.3404975389909577,88.9046484992889,5.358907124375322,4.26943828359223,1
1.2056900638789938,83.96778247067503,6.882225205758649,9.775935411049463,0
4.218788733591297,87.65362349399628,5.309964003871627,5.360142075391963,1
5.0343600428562345,79.17241342388418,5.7405436701382495,4.454133359548974,1
2.891984817629499,60.611828417235714,6.727193968750849,3.3286219899599274,1
4.5052993468380365,83.65720837813696,6.856693128056149,7.194440383212877,1
3.542454037571451,99.2274813609994,5.0729210419074455,6.734374825655477,1
2.0323203680923134,94.26215402241593,7.764782925419452,4.005291257171813,1
3.542093408262621,94.6539748459117,7.186407533960567,6.152902690244845,1
5.307054849698954,97.36130721806218,5.654325877266939,1.9828880635742872,1
2.9462609413350727,85.88657590961438,4.654898244260989,5.369941150146312,1
5.346965483721009,86.97315707405596,6.326114505102282,5.905512704153389,1
0.0,78.8234810456565,5.964867543366608,8.414659619118446,0
4.232853756562836,81.8392714397295,6.635768548463627,3.458362394542621,1
3.130570602357257,91.15771149771142,6.0642600066133205,2.4432947423953513,1
2.551488974301199,97.03884437168816,4.091051767105988,3.2091440781499165,1
3.1376411648032536,83.60553724319,6.03398367403861,2.32686299937016,1
0.018646628098660578,80.49810735148588,6.133257066718024,7.673314715517966,0
2.670492168243732,85.00527958856597,7.26039322972887,8.097278590048074,1
3.53566885726762,91.01206748929116,5.66216039046674,5.640433155897658,1
5.216841067112274,70.56145183866458,8.51440960804708,7.442589891370297,1
2.222594672589529,62.03819046862762,4.206031339217891,5.26791676116047,1
1.7872595956602186,79.49463150508416,8.07340099736315,4.809776704598468,1
2.2473644346231954,72.79287574085842,6.230817234946274,4.333924761892477,1
4.373103176553111,79.9185980235269,7.531501846812267,4.379218017244869,1
3.4931266644895267,83.52219681182528,6.59576178087048,1.9043968873819375,1
2.2053596943494416,80.46751590976987,7.867466643230563,5.528509527214678,1
3.769901149670034,99.52467534470745,6.035165642536627,4.919332179571913,1
3.1456163240220607,88.2674476460232,5.181655489786626,6.490721448155751,1
4.452967485799334,88.00474359610828,8.204605144725276,5.187046992877219,1
1.9469203591839714,91.22207144043402,6.363823224941431,4.6745925968618165,1
2.508506780103348,73.61166882219231,6.7658701683490525,3.2576139399847386,1
2.4118377703017635,95.39111787420269,7.981702296853754,5.144306473643523,1
0.8047275778018221,84.2423571346454,5.261653709486678,6.476474461632324,1
3.444180415596864,91.70480617241212,7.214589077167108,2.7133220178322786,1
3.391582908269834,74.28142766959844,5.7921262922445305,5.174947507361479,1
3.0076701849636915,69.46241233983936,6.341396773226754,5.466085903058968,1
2.64811929993728,93.17889658025028,6.586734758461147,3.5638704327634714,1
0.8769438869243786,88.76409526097517,4.699733766263677,3.8242873901839998,1
2.3690320158519613,75.9794844564249,5.565395548615478,5.461221697532429,1
2.485928225209846,76.30336918725305,8.121287470895767,2.733157963414754,1
1.7965840961675716,96.2543478441477,7.563429426301755,5.699847430498785,1
2.7580714325009863,73.10588107132672,6.424832507207318,3.2092912526816,1
3.606076285221808,100.0,6.791748150215471,7.125707386066432,1
5.829278851815795,75.99379265352131,6.14690899323625,9.675655490776599,1
3.2618667192477586,91.38391925608383,8.127900062993579,3.2784863965963607,1
3.386325586084147,81.71381524251015,6.259576906647004,6.068415724749349,1
2.8883311263507494,91.03187431082343,6.778210510561817,3.5465161902359617,1
0.12184317705143766,79.55885997885807,7.875236172970478,7.081908347595579,0
2.9602291868261745,83.37207093927705,5.567154218184912,2.46948318182957,1
3.0903453149115396,85.40919175395722,8.370547021396273,5.961173516855426,1
6.694863168727929,74.97812544218527,4.663446308307948,3.2540220662212946,1
2.7114585528283164,92.40824345420125,8.455570557335358,4.586030821803263,1
3.4523210135004185,79.86786433528415,6.052789299257631,2.937949449705386,1
2.947932345442135,82.71400084659982,6.208761502609662,6.644700941791507,1
1.246982943570702,75.05650625391488,4.231987794580469,3.326039291120826,1
4.71423422177253,59.376663412046895,5.954246339146769,6.103928518663655,1
4.127899549030161,83.08972237399831,5.252232162767739,4.311803943475335,1
4.18654792056457,100.0,5.770824385551833,4.771055256402274,1
1.6359188178078916,92.84604287898024,6.335226841053345,5.295511814800257,1
5.104191466404149,84.80739620265605,7.649349937367487,3.4763506566823024,1
0.8972234058115784,82.37109170791733,6.749124021680751,5.420734227081774,1
3.8802856407004054,85.22465892812046,6.869211984081336,8.060669128708822,1
6.285683438714968,90.4711911517521,5.185376733385326,3.4438104283345714,1
1.5141955123039674,73.19187184691155,5.443095092476724,7.34362028654769,0
2.150553405595842,96.14321694668872,8.658470022021575,7.996195266975569,1
3.149477047631462,92.15381315441245,5.617758758284104,3.367690021943912,1
2.244786518825701,92.18185725707934,8.487449902468754,2.089890789818896,1
0.6740048534008007,89.38475738809727,6.20832656134296,5.60392180034353,1
3.102844462209041,85.1961665769399,6.502745523372205,3.905184954466254,1
1.4065444294108427,91.7286123596682,7.784438192275916,8.737206438326005,1
3.710388645952772,90.91814133741379,8.026270906326388,5.0696150809996645,1
1.6208636486492953,81.45959289058976,6.367024927665095,3.3956011839296414,1
5.324901607526309,79.26398227103098,6.034108335774153,2.705680977976577,1
1.8251200614956444,86.01856295261987,6.432895461773344,7.179809918181661,1
2.5169077256914867,100.0,6.9055490338785415,3.8576320518316267,1
4.220275826054505,72.60892924346099,7.569564424243707,5.087657598920856,1
1.153703525349067,70.3247473424756,6.505075830792982,6.911605490224962,0
3.341189901906194,86.64760841236517,7.242663557627784,4.031483296138339,1
4.960714131423642,85.50887701856018,8.466031678725129,4.908142342519679,1
0.5887751481581587,86.73341664370409,6.957571534717742,4.966863180354959,1
3.2769507877984565,87.439531979085,6.873983427205734,6.366649023032184,1
3.3898241913726355,82.76797745365195,4.677307009891919,6.181488671020651,1
4.172734307665966,99.89863438602082,3.343123835805124,4.559772537490343,1
1.144573933682877,68.99096021523485,6.966050875076202,5.127298122993035,1
1.0193150803735855,76.71502975219754,6.386210922462953,4.256441976953023,1
3.7829123484253464,83.96745239850952,5.882260790102309,2.0447751861611105,1
3.445477009849779,68.56811188845833,6.792236245023614,5.515201714796259,1
3.3757392755188147,83.24145595567929,6.42751552496371,8.784383521666136,1
3.5196723142454633,100.0,7.853336300760678,3.232561718617874,1
1.9799629176322637,85.20886488295962,6.603333041910774,3.453940580794594,1
3.3483805457415055,87.30700905718683,5.603692057915799,3.2585444567125172,1
3.439608709948022,72.3983523482742,7.688199486751147,6.449183557446245,1
1.9284728729604483,78.83638591960522,6.239442710064557,5.8969709083928805,1
5.798661766717135,81.24803619676064,7.131844020406769,4.682924615167087,1
3.7107493813676813,81.82284903243766,5.92710715256864,3.16396187672207,1
1.213044754196027,97.81643795003768,5.720207737403077,5.184753583279848,1
3.9848304129507444,90.57691060725125,6.601001876222836,1.8707557453283914,1
1.537977494659018,73.88542043062968,6.515394372252422,5.286853133714986,1
4.1806269056136784,87.46504778432005,7.0757924424402,6.743048772175868,1
4.737893368511106,89.98221748496785,6.177625096028309,2.4976017267326442,1
1.7689765224724343,96.40149038521267,4.296368259475523,1.9349634463406726,1
4.445064193866482,100.0,5.9806713396939335,8.15887578338972,1
3.6191713904047473,74.84905808172131,7.452582160572579,3.77648072099083,1
4.233090239991735,76.89142488789662,6.143148704908272,7.271895691887644,1
5.845189473980922,72.42422141085383,6.204339916982542,4.692004669604336,1
2.631917825995694,82.65980140893019,7.6836518070871245,4.676090366117345,1
1.8693957534637655,89.66358374446335,5.645632127289293,5.87682539899329,1
1.665728355561715,94.87334516589102,4.64863613810852,3.232002286507119,1
